movieId,rating,userId
2,3.0,0
3,1.0,0
5,2.0,0
9,4.0,0
11,1.0,0
12,2.0,0
15,1.0,0
17,1.0,0
19,1.0,0
21,1.0,0
23,1.0,0
26,3.0,0
27,1.0,0
28,1.0,0
29,1.0,0
30,1.0,0
31,1.0,0
34,1.0,0
37,1.0,0
41,2.0,0
44,1.0,0
45,2.0,0
46,1.0,0
47,1.0,0
48,1.0,0
50,1.0,0
51,1.0,0
54,1.0,0
55,1.0,0
59,2.0,0
61,2.0,0
64,1.0,0
67,1.0,0
68,1.0,0
69,1.0,0
71,1.0,0
72,1.0,0
77,2.0,0
79,1.0,0
83,1.0,0
87,1.0,0
89,2.0,0
91,3.0,0
92,4.0,0
94,1.0,0
95,2.0,0
96,1.0,0
98,1.0,0
99,1.0,0
2,2.0,1
3,1.0,1
4,2.0,1
6,1.0,1
9,3.0,1
12,1.0,1
13,1.0,1
14,1.0,1
16,1.0,1
19,1.0,1
21,3.0,1
27,1.0,1
28,3.0,1
33,1.0,1
36,2.0,1
37,1.0,1
40,1.0,1
41,2.0,1
43,1.0,1
44,1.0,1
47,1.0,1
50,1.0,1
54,1.0,1
56,2.0,1
57,1.0,1
58,1.0,1
60,1.0,1
62,4.0,1
63,1.0,1
67,1.0,1
68,4.0,1
70,2.0,1
72,1.0,1
73,1.0,1
74,2.0,1
76,1.0,1
77,3.0,1
78,1.0,1
81,1.0,1
82,1.0,1
85,3.0,1
86,2.0,1
88,2.0,1
91,1.0,1
92,2.0,1
93,1.0,1
94,2.0,1
96,1.0,1
97,1.0,1
4,3.0,2
6,1.0,2
8,5.0,2
9,1.0,2
10,1.0,2
12,3.0,2
13,1.0,2
15,2.0,2
18,2.0,2
19,4.0,2
22,1.0,2
26,1.0,2
28,1.0,2
34,4.0,2
35,1.0,2
37,5.0,2
38,1.0,2
39,5.0,2
40,4.0,2
47,1.0,2
50,1.0,2
52,2.0,2
54,1.0,2
55,1.0,2
57,2.0,2
58,2.0,2
59,1.0,2
61,1.0,2
62,1.0,2
64,1.0,2
65,1.0,2
66,3.0,2
68,1.0,2
71,3.0,2
76,1.0,2
77,1.0,2
78,1.0,2
80,1.0,2
83,5.0,2
85,1.0,2
87,2.0,2
88,1.0,2
89,4.0,2
90,1.0,2
92,4.0,2
93,5.0,2
0,1.0,3
1,1.0,3
2,1.0,3
7,3.0,3
8,3.0,3
9,1.0,3
14,1.0,3
15,1.0,3
16,1.0,3
18,4.0,3
19,1.0,3
24,3.0,3
26,1.0,3
29,3.0,3
33,1.0,3
34,3.0,3
35,1.0,3
36,3.0,3
37,1.0,3
38,2.0,3
43,1.0,3
44,1.0,3
46,1.0,3
47,1.0,3
51,5.0,3
52,3.0,3
56,1.0,3
58,1.0,3
60,3.0,3
62,1.0,3
65,2.0,3
66,1.0,3
67,1.0,3
68,2.0,3
70,1.0,3
72,2.0,3
76,3.0,3
79,3.0,3
80,4.0,3
81,1.0,3
83,1.0,3
84,1.0,3
86,1.0,3
87,2.0,3
88,4.0,3
89,1.0,3
91,1.0,3
94,3.0,3
1,1.0,4
6,1.0,4
8,1.0,4
9,1.0,4
10,1.0,4
11,1.0,4
12,1.0,4
13,1.0,4
14,2.0,4
15,1.0,4
17,1.0,4
20,1.0,4
22,1.0,4
23,1.0,4
24,1.0,4
29,4.0,4
30,1.0,4
31,1.0,4
34,1.0,4
35,1.0,4
36,1.0,4
39,2.0,4
40,3.0,4
41,4.0,4
43,2.0,4
44,1.0,4
45,1.0,4
46,1.0,4
47,1.0,4
49,2.0,4
50,1.0,4
51,1.0,4
52,4.0,4
54,1.0,4
55,1.0,4
60,3.0,4
61,1.0,4
62,4.0,4
63,3.0,4
65,1.0,4
67,2.0,4
69,1.0,4
70,4.0,4
71,1.0,4
73,1.0,4
78,1.0,4
84,1.0,4
85,1.0,4
87,3.0,4
88,3.0,4
89,2.0,4
96,1.0,4
97,1.0,4
98,1.0,4
99,1.0,4
0,1.0,5
1,1.0,5
4,1.0,5
5,1.0,5
8,1.0,5
9,3.0,5
10,2.0,5
13,3.0,5
15,1.0,5
19,1.0,5
20,3.0,5
21,2.0,5
23,3.0,5
27,1.0,5
28,1.0,5
29,1.0,5
31,1.0,5
36,3.0,5
38,2.0,5
39,1.0,5
42,1.0,5
48,3.0,5
49,4.0,5
50,3.0,5
51,1.0,5
52,1.0,5
54,1.0,5
55,5.0,5
56,3.0,5
58,1.0,5
60,1.0,5
61,1.0,5
64,3.0,5
65,2.0,5
68,4.0,5
70,1.0,5
71,1.0,5
72,1.0,5
74,1.0,5
79,1.0,5
81,2.0,5
84,1.0,5
85,1.0,5
86,1.0,5
88,1.0,5
90,4.0,5
91,2.0,5
95,2.0,5
99,1.0,5
0,1.0,6
1,1.0,6
2,3.0,6
5,1.0,6
6,1.0,6
9,1.0,6
10,1.0,6
15,2.0,6
16,2.0,6
17,1.0,6
18,1.0,6
20,1.0,6
21,1.0,6
22,1.0,6
24,1.0,6
25,5.0,6
26,1.0,6
28,1.0,6
30,1.0,6
33,1.0,6
38,1.0,6
39,1.0,6
43,4.0,6
44,1.0,6
45,1.0,6
48,1.0,6
49,1.0,6
50,1.0,6
53,1.0,6
54,1.0,6
55,1.0,6
56,1.0,6
58,4.0,6
59,1.0,6
60,1.0,6
61,3.0,6
63,3.0,6
66,1.0,6
67,3.0,6
68,1.0,6
69,1.0,6
71,2.0,6
73,1.0,6
75,1.0,6
77,1.0,6
79,1.0,6
81,1.0,6
84,1.0,6
85,3.0,6
86,1.0,6
87,1.0,6
88,1.0,6
89,1.0,6
91,2.0,6
94,1.0,6
95,2.0,6
96,1.0,6
1,1.0,7
2,2.0,7
3,1.0,7
4,1.0,7
7,1.0,7
10,1.0,7
11,2.0,7
14,2.0,7
15,1.0,7
16,1.0,7
18,1.0,7
21,1.0,7
22,1.0,7
23,1.0,7
25,5.0,7
26,1.0,7
29,4.0,7
30,1.0,7
31,3.0,7
32,1.0,7
33,1.0,7
35,1.0,7
37,2.0,7
39,3.0,7
40,2.0,7
42,2.0,7
44,1.0,7
45,2.0,7
47,4.0,7
48,1.0,7
49,1.0,7
53,1.0,7
54,1.0,7
55,1.0,7
56,1.0,7
59,1.0,7
61,2.0,7
62,3.0,7
63,2.0,7
66,1.0,7
67,3.0,7
74,1.0,7
75,1.0,7
76,3.0,7
77,1.0,7
81,1.0,7
82,1.0,7
84,2.0,7
85,4.0,7
86,1.0,7
92,2.0,7
96,1.0,7
97,1.0,7
98,1.0,7
0,1.0,8
2,4.0,8
3,2.0,8
4,2.0,8
5,1.0,8
7,1.0,8
9,1.0,8
11,1.0,8
15,1.0,8
18,1.0,8
19,1.0,8
21,1.0,8
29,5.0,8
31,3.0,8
33,1.0,8
35,1.0,8
36,1.0,8
40,2.0,8
44,1.0,8
45,1.0,8
50,1.0,8
51,1.0,8
52,5.0,8
53,5.0,8
54,1.0,8
55,1.0,8
56,1.0,8
58,4.0,8
60,3.0,8
62,4.0,8
64,1.0,8
67,3.0,8
69,1.0,8
71,1.0,8
72,3.0,8
77,3.0,8
78,1.0,8
79,1.0,8
83,1.0,8
85,5.0,8
86,1.0,8
88,1.0,8
90,1.0,8
92,2.0,8
95,4.0,8
96,3.0,8
97,1.0,8
98,1.0,8
99,1.0,8
2,3.0,9
3,1.0,9
4,1.0,9
5,1.0,9
6,1.0,9
7,5.0,9
9,1.0,9
12,1.0,9
14,3.0,9
15,1.0,9
19,1.0,9
21,1.0,9
22,1.0,9
24,1.0,9
25,1.0,9
26,1.0,9
30,3.0,9
32,4.0,9
35,2.0,9
36,2.0,9
37,2.0,9
38,1.0,9
39,1.0,9
43,3.0,9
49,5.0,9
50,3.0,9
53,1.0,9
54,1.0,9
58,1.0,9
59,1.0,9
60,1.0,9
61,1.0,9
63,3.0,9
64,3.0,9
68,1.0,9
69,1.0,9
70,3.0,9
71,1.0,9
73,2.0,9
75,1.0,9
77,2.0,9
81,2.0,9
82,1.0,9
83,1.0,9
84,1.0,9
86,1.0,9
87,4.0,9
88,1.0,9
90,3.0,9
94,2.0,9
95,3.0,9
97,2.0,9
98,1.0,9
0,3.0,10
2,4.0,10
4,3.0,10
7,1.0,10
8,1.0,10
10,1.0,10
13,2.0,10
14,1.0,10
16,2.0,10
17,1.0,10
18,1.0,10
21,1.0,10
22,1.0,10
24,1.0,10
25,3.0,10
28,1.0,10
35,1.0,10
36,1.0,10
37,1.0,10
38,1.0,10
39,1.0,10
40,4.0,10
41,2.0,10
42,3.0,10
43,1.0,10
49,3.0,10
50,1.0,10
51,1.0,10
52,1.0,10
55,2.0,10
56,1.0,10
58,1.0,10
63,1.0,10
66,1.0,10
67,2.0,10
68,1.0,10
75,1.0,10
77,1.0,10
79,1.0,10
86,1.0,10
89,3.0,10
90,1.0,10
97,1.0,10
98,1.0,10
0,1.0,11
6,2.0,11
9,1.0,11
10,1.0,11
11,1.0,11
12,1.0,11
13,4.0,11
16,1.0,11
18,5.0,11
19,4.0,11
20,1.0,11
21,1.0,11
22,1.0,11
23,5.0,11
25,1.0,11
27,5.0,11
30,5.0,11
32,5.0,11
35,3.0,11
36,2.0,11
37,2.0,11
38,4.0,11
39,1.0,11
40,1.0,11
41,1.0,11
43,2.0,11
45,1.0,11
47,1.0,11
48,5.0,11
50,4.0,11
51,3.0,11
59,1.0,11
61,1.0,11
62,1.0,11
64,1.0,11
66,4.0,11
67,1.0,11
69,5.0,11
70,1.0,11
71,3.0,11
72,3.0,11
75,3.0,11
76,1.0,11
77,1.0,11
78,1.0,11
79,5.0,11
80,3.0,11
81,4.0,11
82,1.0,11
86,1.0,11
88,1.0,11
89,1.0,11
90,4.0,11
94,2.0,11
97,3.0,11
99,1.0,11
2,1.0,12
4,1.0,12
6,1.0,12
7,3.0,12
8,1.0,12
14,1.0,12
15,2.0,12
16,4.0,12
17,5.0,12
18,2.0,12
21,1.0,12
22,2.0,12
23,3.0,12
24,1.0,12
25,1.0,12
27,5.0,12
30,2.0,12
31,4.0,12
35,5.0,12
38,1.0,12
41,1.0,12
44,2.0,12
45,1.0,12
50,4.0,12
51,1.0,12
52,1.0,12
53,1.0,12
54,1.0,12
56,2.0,12
57,1.0,12
60,1.0,12
63,1.0,12
64,5.0,12
66,3.0,12
67,1.0,12
70,1.0,12
72,1.0,12
74,1.0,12
75,1.0,12
77,1.0,12
78,1.0,12
79,3.0,12
82,2.0,12
83,1.0,12
84,1.0,12
85,1.0,12
86,1.0,12
87,1.0,12
88,1.0,12
91,3.0,12
92,1.0,12
94,4.0,12
95,2.0,12
96,1.0,12
98,2.0,12
0,1.0,13
3,1.0,13
4,2.0,13
5,1.0,13
6,1.0,13
12,1.0,13
14,2.0,13
15,1.0,13
17,1.0,13
18,3.0,13
20,1.0,13
21,1.0,13
22,1.0,13
26,1.0,13
27,1.0,13
29,3.0,13
31,1.0,13
33,1.0,13
40,2.0,13
43,2.0,13
44,1.0,13
45,1.0,13
49,1.0,13
51,1.0,13
52,2.0,13
53,3.0,13
54,1.0,13
62,1.0,13
63,2.0,13
64,1.0,13
68,1.0,13
71,1.0,13
72,3.0,13
73,1.0,13
74,3.0,13
77,2.0,13
78,1.0,13
79,2.0,13
83,3.0,13
85,1.0,13
86,1.0,13
87,2.0,13
88,2.0,13
90,1.0,13
93,4.0,13
94,1.0,13
98,1.0,13
99,1.0,13
1,1.0,14
3,3.0,14
4,1.0,14
5,1.0,14
6,1.0,14
7,1.0,14
9,1.0,14
10,1.0,14
11,1.0,14
12,1.0,14
13,1.0,14
14,3.0,14
15,1.0,14
16,1.0,14
17,1.0,14
20,1.0,14
21,1.0,14
24,1.0,14
25,2.0,14
27,1.0,14
28,1.0,14
29,5.0,14
31,3.0,14
34,1.0,14
36,1.0,14
37,2.0,14
39,2.0,14
40,1.0,14
44,1.0,14
45,1.0,14
47,3.0,14
48,1.0,14
49,1.0,14
51,1.0,14
52,5.0,14
53,3.0,14
54,1.0,14
55,1.0,14
56,1.0,14
62,4.0,14
63,5.0,14
67,3.0,14
68,1.0,14
69,3.0,14
71,1.0,14
72,4.0,14
73,1.0,14
76,5.0,14
79,1.0,14
82,1.0,14
83,1.0,14
88,1.0,14
93,3.0,14
94,1.0,14
95,2.0,14
96,4.0,14
98,1.0,14
0,1.0,15
1,4.0,15
2,1.0,15
5,2.0,15
6,1.0,15
7,1.0,15
13,1.0,15
14,1.0,15
15,1.0,15
17,2.0,15
19,2.0,15
22,2.0,15
23,2.0,15
25,1.0,15
26,3.0,15
27,1.0,15
28,2.0,15
29,1.0,15
32,1.0,15
33,2.0,15
34,1.0,15
35,2.0,15
36,1.0,15
37,1.0,15
39,1.0,15
42,1.0,15
46,5.0,15
48,2.0,15
50,2.0,15
51,1.0,15
52,1.0,15
58,1.0,15
62,1.0,15
64,3.0,15
65,2.0,15
72,1.0,15
73,1.0,15
74,1.0,15
79,1.0,15
80,1.0,15
81,1.0,15
82,2.0,15
85,1.0,15
87,1.0,15
91,2.0,15
96,1.0,15
97,1.0,15
98,3.0,15
2,1.0,16
5,3.0,16
6,2.0,16
7,1.0,16
9,1.0,16
12,1.0,16
14,1.0,16
15,1.0,16
19,1.0,16
21,2.0,16
29,4.0,16
30,2.0,16
32,1.0,16
34,1.0,16
36,1.0,16
38,1.0,16
46,1.0,16
47,3.0,16
48,1.0,16
49,1.0,16
50,1.0,16
51,5.0,16
54,5.0,16
55,1.0,16
56,2.0,16
57,1.0,16
60,1.0,16
63,2.0,16
65,1.0,16
67,1.0,16
72,1.0,16
74,1.0,16
80,1.0,16
81,1.0,16
82,1.0,16
85,5.0,16
86,1.0,16
90,5.0,16
91,1.0,16
93,1.0,16
94,3.0,16
95,2.0,16
96,3.0,16
98,3.0,16
99,1.0,16
2,1.0,17
3,1.0,17
6,1.0,17
10,4.0,17
11,1.0,17
13,2.0,17
17,5.0,17
19,1.0,17
20,5.0,17
22,4.0,17
28,1.0,17
29,1.0,17
33,1.0,17
34,1.0,17
35,2.0,17
37,1.0,17
38,1.0,17
45,1.0,17
46,5.0,17
47,1.0,17
49,3.0,17
51,1.0,17
55,5.0,17
56,3.0,17
57,1.0,17
58,1.0,17
59,1.0,17
60,1.0,17
63,1.0,17
66,1.0,17
68,4.0,17
69,1.0,17
70,1.0,17
72,1.0,17
73,3.0,17
78,1.0,17
79,1.0,17
82,2.0,17
84,1.0,17
90,5.0,17
91,3.0,17
92,1.0,17
93,1.0,17
94,4.0,17
95,2.0,17
97,1.0,17
1,1.0,18
4,3.0,18
5,2.0,18
6,1.0,18
7,1.0,18
10,1.0,18
11,4.0,18
12,2.0,18
13,1.0,18
15,1.0,18
18,1.0,18
20,1.0,18
21,2.0,18
22,1.0,18
23,2.0,18
25,1.0,18
26,1.0,18
27,1.0,18
28,5.0,18
29,1.0,18
31,1.0,18
32,1.0,18
36,1.0,18
38,5.0,18
39,5.0,18
40,1.0,18
42,1.0,18
43,1.0,18
44,4.0,18
46,1.0,18
47,1.0,18
48,1.0,18
51,2.0,18
55,1.0,18
56,1.0,18
57,1.0,18
62,1.0,18
63,1.0,18
66,3.0,18
67,1.0,18
70,1.0,18
75,1.0,18
76,3.0,18
77,1.0,18
80,3.0,18
81,3.0,18
82,1.0,18
83,5.0,18
84,1.0,18
97,1.0,18
98,1.0,18
99,2.0,18
0,1.0,19
1,1.0,19
2,1.0,19
4,1.0,19
6,2.0,19
11,1.0,19
12,1.0,19
14,1.0,19
23,1.0,19
26,1.0,19
31,1.0,19
32,4.0,19
33,1.0,19
34,1.0,19
37,1.0,19
38,1.0,19
41,1.0,19
43,1.0,19
45,1.0,19
48,1.0,19
49,1.0,19
50,2.0,19
53,2.0,19
54,3.0,19
55,1.0,19
56,2.0,19
58,1.0,19
61,1.0,19
62,1.0,19
63,1.0,19
64,1.0,19
65,1.0,19
69,2.0,19
72,1.0,19
74,3.0,19
76,1.0,19
78,1.0,19
79,1.0,19
81,1.0,19
82,1.0,19
84,1.0,19
86,1.0,19
87,2.0,19
90,4.0,19
93,1.0,19
94,4.0,19
95,2.0,19
96,1.0,19
98,4.0,19
0,1.0,20
1,1.0,20
2,2.0,20
4,2.0,20
6,1.0,20
8,1.0,20
12,1.0,20
21,2.0,20
22,5.0,20
24,2.0,20
25,1.0,20
26,1.0,20
29,2.0,20
30,2.0,20
32,2.0,20
39,1.0,20
40,1.0,20
41,2.0,20
45,2.0,20
48,1.0,20
50,1.0,20
51,3.0,20
53,3.0,20
55,1.0,20
57,2.0,20
60,1.0,20
61,1.0,20
64,1.0,20
66,1.0,20
70,2.0,20
72,1.0,20
73,2.0,20
75,4.0,20
76,1.0,20
77,4.0,20
78,1.0,20
79,1.0,20
84,2.0,20
85,2.0,20
88,3.0,20
89,1.0,20
90,3.0,20
91,1.0,20
92,2.0,20
93,1.0,20
94,4.0,20
97,1.0,20
0,1.0,21
2,4.0,21
3,1.0,21
7,2.0,21
11,1.0,21
12,1.0,21
13,1.0,21
14,3.0,21
17,1.0,21
19,1.0,21
20,1.0,21
21,1.0,21
22,1.0,21
23,1.0,21
24,1.0,21
27,1.0,21
29,5.0,21
30,2.0,21
38,1.0,21
40,2.0,21
43,3.0,21
44,1.0,21
45,1.0,21
46,1.0,21
48,1.0,21
51,1.0,21
53,5.0,21
54,1.0,21
55,1.0,21
56,1.0,21
58,3.0,21
59,3.0,21
64,1.0,21
66,1.0,21
68,1.0,21
71,1.0,21
73,1.0,21
74,4.0,21
80,1.0,21
81,1.0,21
83,1.0,21
84,1.0,21
85,3.0,21
87,4.0,21
89,2.0,21
92,2.0,21
96,3.0,21
99,1.0,21
0,1.0,22
3,2.0,22
5,2.0,22
6,2.0,22
9,1.0,22
10,1.0,22
11,1.0,22
13,1.0,22
14,1.0,22
16,1.0,22
18,3.0,22
19,1.0,22
22,5.0,22
25,1.0,22
26,1.0,22
29,3.0,22
30,5.0,22
32,4.0,22
33,1.0,22
35,1.0,22
36,3.0,22
37,1.0,22
40,1.0,22
41,3.0,22
44,1.0,22
45,2.0,22
48,1.0,22
51,5.0,22
55,1.0,22
56,2.0,22
60,3.0,22
61,1.0,22
62,4.0,22
63,1.0,22
65,1.0,22
66,1.0,22
68,4.0,22
69,4.0,22
70,3.0,22
71,1.0,22
74,5.0,22
75,5.0,22
78,1.0,22
80,3.0,22
81,1.0,22
82,1.0,22
84,1.0,22
86,1.0,22
87,3.0,22
88,5.0,22
90,2.0,22
92,3.0,22
95,2.0,22
96,2.0,22
98,4.0,22
99,1.0,22
0,1.0,23
2,1.0,23
4,1.0,23
6,2.0,23
10,4.0,23
12,1.0,23
13,4.0,23
14,1.0,23
15,1.0,23
18,4.0,23
22,2.0,23
23,4.0,23
24,1.0,23
25,1.0,23
26,1.0,23
27,5.0,23
28,1.0,23
29,1.0,23
30,4.0,23
32,5.0,23
33,2.0,23
36,3.0,23
37,1.0,23
38,1.0,23
39,1.0,23
43,1.0,23
48,5.0,23
49,5.0,23
50,4.0,23
53,1.0,23
55,5.0,23
57,1.0,23
59,1.0,23
60,1.0,23
61,1.0,23
64,4.0,23
65,5.0,23
66,2.0,23
67,1.0,23
68,3.0,23
69,1.0,23
72,1.0,23
73,3.0,23
77,1.0,23
82,2.0,23
83,1.0,23
84,1.0,23
85,1.0,23
87,3.0,23
88,1.0,23
95,2.0,23
97,1.0,23
4,1.0,24
6,3.0,24
7,1.0,24
10,2.0,24
12,1.0,24
15,1.0,24
19,1.0,24
24,1.0,24
27,3.0,24
30,5.0,24
31,1.0,24
32,3.0,24
33,1.0,24
37,1.0,24
39,1.0,24
40,1.0,24
42,1.0,24
43,3.0,24
45,2.0,24
46,1.0,24
47,1.0,24
48,1.0,24
49,1.0,24
50,1.0,24
52,5.0,24
57,1.0,24
59,4.0,24
63,4.0,24
65,1.0,24
66,1.0,24
67,1.0,24
68,3.0,24
69,5.0,24
71,1.0,24
72,4.0,24
77,4.0,24
78,1.0,24
80,1.0,24
82,1.0,24
84,1.0,24
86,1.0,24
87,1.0,24
88,2.0,24
89,1.0,24
90,5.0,24
91,1.0,24
92,1.0,24
94,2.0,24
95,1.0,24
96,5.0,24
98,1.0,24
99,1.0,24
1,3.0,25
2,1.0,25
7,1.0,25
9,1.0,25
12,3.0,25
16,3.0,25
17,1.0,25
18,1.0,25
20,1.0,25
22,1.0,25
23,1.0,25
26,2.0,25
29,1.0,25
30,1.0,25
31,2.0,25
33,4.0,25
34,3.0,25
35,2.0,25
36,1.0,25
37,1.0,25
40,1.0,25
41,1.0,25
43,1.0,25
47,4.0,25
50,1.0,25
51,1.0,25
53,1.0,25
56,1.0,25
58,2.0,25
64,2.0,25
67,2.0,25
68,1.0,25
70,1.0,25
71,4.0,25
73,1.0,25
74,1.0,25
76,1.0,25
79,1.0,25
82,1.0,25
84,2.0,25
85,1.0,25
91,3.0,25
92,1.0,25
94,1.0,25
95,1.0,25
97,2.0,25
0,1.0,26
1,1.0,26
2,1.0,26
3,1.0,26
4,4.0,26
5,2.0,26
6,3.0,26
7,5.0,26
13,3.0,26
14,1.0,26
16,1.0,26
18,3.0,26
20,1.0,26
21,3.0,26
22,5.0,26
23,5.0,26
24,5.0,26
27,1.0,26
31,1.0,26
35,1.0,26
36,4.0,26
40,1.0,26
44,1.0,26
45,2.0,26
47,1.0,26
48,1.0,26
49,3.0,26
50,2.0,26
52,1.0,26
54,4.0,26
55,1.0,26
57,3.0,26
58,1.0,26
61,1.0,26
62,2.0,26
66,1.0,26
68,4.0,26
71,1.0,26
73,4.0,26
76,1.0,26
81,3.0,26
85,1.0,26
86,3.0,26
88,5.0,26
91,1.0,26
94,5.0,26
95,1.0,26
96,1.0,26
97,1.0,26
0,1.0,27
9,1.0,27
10,1.0,27
18,4.0,27
19,3.0,27
20,1.0,27
22,2.0,27
24,2.0,27
25,1.0,27
27,3.0,27
28,1.0,27
29,1.0,27
31,1.0,27
33,3.0,27
40,1.0,27
42,1.0,27
43,1.0,27
44,3.0,27
45,1.0,27
51,3.0,27
52,1.0,27
55,3.0,27
57,1.0,27
59,1.0,27
60,1.0,27
61,1.0,27
64,1.0,27
66,3.0,27
68,1.0,27
70,1.0,27
71,2.0,27
72,1.0,27
75,3.0,27
78,1.0,27
80,3.0,27
82,1.0,27
83,3.0,27
86,1.0,27
87,2.0,27
90,1.0,27
91,1.0,27
92,1.0,27
93,1.0,27
94,2.0,27
95,1.0,27
98,1.0,27
0,3.0,28
1,1.0,28
2,4.0,28
3,1.0,28
6,1.0,28
7,1.0,28
12,5.0,28
13,2.0,28
14,1.0,28
15,1.0,28
17,1.0,28
19,3.0,28
20,1.0,28
23,3.0,28
24,3.0,28
27,1.0,28
29,1.0,28
33,1.0,28
34,1.0,28
36,1.0,28
38,2.0,28
39,2.0,28
44,1.0,28
45,1.0,28
49,4.0,28
50,1.0,28
52,1.0,28
54,1.0,28
56,1.0,28
57,3.0,28
58,1.0,28
59,1.0,28
60,1.0,28
62,3.0,28
63,1.0,28
65,1.0,28
75,1.0,28
78,1.0,28
81,5.0,28
82,4.0,28
83,1.0,28
85,1.0,28
88,2.0,28
89,4.0,28
90,1.0,28
92,5.0,28
94,1.0,28
95,2.0,28
98,1.0,28
99,1.0,28
3,1.0,29
4,1.0,29
5,1.0,29
7,2.0,29
9,1.0,29
10,3.0,29
11,1.0,29
13,3.0,29
14,1.0,29
15,1.0,29
17,3.0,29
19,3.0,29
22,3.0,29
23,4.0,29
25,1.0,29
29,1.0,29
31,1.0,29
32,4.0,29
33,2.0,29
36,2.0,29
38,3.0,29
39,1.0,29
42,1.0,29
46,5.0,29
49,3.0,29
51,2.0,29
59,1.0,29
61,1.0,29
62,1.0,29
67,1.0,29
68,3.0,29
69,1.0,29
70,1.0,29
74,1.0,29
75,1.0,29
79,2.0,29
80,1.0,29
81,2.0,29
83,1.0,29
85,1.0,29
86,1.0,29
90,4.0,29
93,1.0,29
94,4.0,29
97,1.0,29
99,1.0,29
